deal_id,file,country,state_level,fy,stage,version,origin,funding_source,scope_confidence,is_transfer,amount_total,currency,doc_locator,matched_to,warnings
ago-2025-minttics-expansao-modernizacao-comunicacoes-appropriated,raw/2025/2025-01-01-ago-2025-minttics-expansao-modernizacao-comunicacoes-appropriated-programa.md,AGO,national,2025,appropriated,original,domestic-state,unstated,whole,false,229300000000,AOA,,,"case 4 reporting-only; parent programme captured, sub-lines (4G 107.8bn / 3G 29m / cyber 70.5bn) held in body to avoid parent-child double count; possible overlap with China Eximbank RNBL flagged; amount_usd left blank (source-stated conversion, no rate/basis)"
ago-2026-minttics-expansao-modernizacao-comunicacoes-appropriated,raw/2026/2026-01-01-ago-2026-minttics-expansao-modernizacao-comunicacoes-appropriated-programa.md,AGO,national,2026,appropriated,original,domestic-state,unstated,whole,false,159200000000,AOA,,,"case 4 reporting-only; parent programme captured (4G 62.7bn / cyber 32.3bn in body); -30.5% on FY2025; amount_usd left blank"
ago-2026-capacitacao-modernizacao-administracao-publica-proposed,raw/2026/2026-01-01-ago-2026-capacitacao-modernizacao-administracao-publica-proposed-e-gov.md,AGO,national,2026,proposed,original,domestic-state,unstated,partial,false,136700000000,AOA,,,"case 4 reporting-only; cross-vote e-gov programme, digital share not separable and not computed"
ago-2026-reforma-modernizacao-administracao-justica-proposed,raw/2026/2026-01-01-ago-2026-reforma-modernizacao-administracao-justica-proposed-justica.md,AGO,national,2026,proposed,original,domestic-state,unstated,partial,false,89600000000,AOA,,,"case 4 reporting-only; cross-vote justice-modernisation programme, digital share not separable"
ago-2025-minjusdh-bilhete-identidade-revised,raw/2025/2025-09-19-ago-2025-minjusdh-bilhete-identidade-revised-credito-suplementar.md,AGO,national,2025,revised,supplementary-1,domestic-state,unstated,whole,false,218500000,USD,"DR I.a Serie n.o 178, 19-Set-2025, pag. 20385, arts. 1.o-2.o",,"executive-instrument; supplementary_basis increment; stated in USD by the decree, no Kz equivalent"
ago-2026-minfin-telecomunicacoes-hospedagem-unclear,raw/2026/2026-01-07-ago-2026-minfin-telecomunicacoes-hospedagem-unclear-acordo-quadro.md,AGO,national,2026,unclear,original,domestic-state,unstated,whole,false,9200000000,AOA,"Despacho Presidencial n.o 12/26, n.os 1-2",,"executive-instrument; expenditure authorisation, not an appropriation line - stage unclear; vendor not yet awarded"
ago-2026-ima-licencas-microsoft-unclear,raw/2026/2026-01-13-ago-2026-ima-licencas-microsoft-unclear-licenciamento.md,AGO,national,2026,unclear,original,domestic-state,unstated,whole,false,8600000000,AOA,"Despacho Presidencial n.o 11/26, de 13-Jan-2026",,"executive-instrument; vendor Microsoft; centralised licensing for whole administration via IMA; underlying DDP/DPG programme vendor/donor-supported - origin flagged"
bdi-2026-cni-biometrique-proposed,raw/2026/2026-06-11-bdi-2026-cni-biometrique-proposed-cni-biometrique-budget-2026-27.md,BDI,national,2026,proposed,original,domestic-state,unstated,whole,false,16000000000,BIF,,,"official-statement (reporting) - no vote/programme code; USD blank (managed multiple FX + future FY2026/27); likely fisc counterpart to PAFEN P176396"
bdi-2024-mininter-logiciel-biometrie-revised,new/2024-07-01-bdi-2024-mininter-logiciel-biometrie-revised-pnb-career-biometrics.md,BDI,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,791990000,BIF,"MININTER PPM revise 2024-2025 LITERA 11 00 002 00 4 21450 11 000 0311 01",,"procurement-plan; native text; internal HR biometrics (dpi.govtech); USD blank (managed BIF FX)"
bdi-2025-mfben-facturation-electronique-revised,new/2025-07-01-bdi-2025-mfben-facturation-electronique-revised-efiscal.md,BDI,national,2025,revised,revised,domestic-state,unstated,whole,false,17203680000,BIF,"canevas MFBEN T3 2025-2026 (BUDGET ANNUEL REVISE)",,"native XLSX; largest BDI digital line; origin risk (e-fiscal possibly PAFEN-linked) flagged; execution cols empty; USD blank"
bdi-2025-mfben-interconnexion-ministeres-revised,new/2025-07-01-bdi-2025-mfben-interconnexion-ministeres-revised-gsb.md,BDI,national,2025,revised,revised,domestic-state,unstated,whole,false,824552530,BIF,"canevas MFBEN T3 2025-2026",,"govt interconnexion/GSB; revised-appropriation only; USD blank"
bdi-2025-mfben-securite-donnees-licences-revised,new/2025-07-01-bdi-2025-mfben-securite-donnees-licences-revised.md,BDI,national,2025,revised,revised,domestic-state,unstated,whole,false,545250000,BIF,"canevas MFBEN T3 2025-2026",,"data-security licences; USD blank"
bdi-2025-mfben-systeme-biometrique-gestion-revised,new/2025-07-01-bdi-2025-mfben-systeme-biometrique-gestion-revised.md,BDI,national,2025,revised,revised,domestic-state,unstated,whole,false,185765040,BIF,"canevas MFBEN T3 2025-2026",,"biometric management system; USD blank"
bdi-2025-mfben-serveur-archivage-donnees-revised,new/2025-07-01-bdi-2025-mfben-serveur-archivage-donnees-revised.md,BDI,national,2025,revised,revised,domestic-state,unstated,whole,false,90484558,BIF,"canevas MFBEN T3 2025-2026",,"server for data archiving/mgmt software; USD blank"
bdi-2025-setic-fonctionnement-revised,new/2025-07-01-bdi-2025-setic-fonctionnement-revised-egov-body.md,BDI,national,2025,revised,revised,domestic-state,unstated,whole,false,1174689923,BIF,"canevas MFBEN T3 2025-2026 (Assurer le fonctionnement du SETIC)",,"single-mandate carve-out (e-gov body); PPM detail not double-counted; USD blank"
bdi-2025-midcsp-logiciel-documents-securite-revised,new/2025-07-01-bdi-2025-midcsp-logiciel-documents-securite-revised.md,BDI,national,2025,revised,revised,domestic-state,unstated,whole,false,2500000000,BIF,"canevas MIDCSP T3 2025-2026",,"secure-document/ID production software maintenance (dpi.id); USD blank"
bdi-2025-midcsp-digitalisation-recettes-communales-revised,new/2025-07-01-bdi-2025-midcsp-digitalisation-recettes-communales-revised.md,BDI,national,2025,revised,revised,domestic-state,unstated,whole,false,2000000000,BIF,"canevas MIDCSP T3 2025-2026",,"digitalisation of communal revenue collection (30 communes); USD blank"
bdi-2025-midcsp-logiciel-permis-conduire-revised,new/2025-07-01-bdi-2025-midcsp-logiciel-permis-conduire-revised.md,BDI,national,2025,revised,revised,domestic-state,unstated,whole,false,120065000,BIF,"canevas MIDCSP T3 2025-2026",,"driving-licence production software maintenance (dpi.id); USD blank"
bdi-2025-fsu-villages-numeriques-revised,new/2025-07-01-bdi-2025-fsu-villages-numeriques-revised-own-source.md,BDI,levy-fund,2025,revised,revised,domestic-state,own-source,whole,false,4811751000,BIF,"FSU PPM revise 2025-2026 ligne 11",,"own-source levy fund (1% operator turnover); 3 Villages Numeriques; USD blank"
bdi-2026-fsu-connectivite-institutions-revised,new/2026-07-01-bdi-2026-fsu-connectivite-institutions-revised-own-source.md,BDI,levy-fund,2026,revised,revised,domestic-state,own-source,whole,false,11400288125,BIF,"FSU PPM revise 2026-2027 lignes 1-3,6-9",,"own-source; sum of 7 IP-transit connectivity lines (health+schools+telecentres); USD blank"
ben-2024-apdp-014-appropriated,new/2023-12-20-ben-2024-apdp-014-appropriated.md,BEN,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,488277000,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2027, budget LF 2025*, sheet `Classif Prog-Admin-Eco`, row `014`, 2024 column block",,
ben-2024-medias-109-appropriated,new/2023-12-20-ben-2024-medias-109-appropriated.md,BEN,national,2024,appropriated,original,domestic-state,domestic-revenue,partial,false,9159477000,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2027, budget LF 2025*, sheet `Classif Prog-Admin-Eco`, row `109`, 2024 column block",,partial scope - reported separately from the headline total
ben-2024-modernisation-administration-publique-044-appropriated,new/2023-12-20-ben-2024-modernisation-administration-publique-044-appropriated.md,BEN,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,1745017000,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2027, budget LF 2025*, sheet `Classif Prog-Admin-Eco`, row `044`, 2024 column block",,API figure disputed; open contradiction brief
ben-2024-modernisation-regies-financieres-108-appropriated,new/2023-12-20-ben-2024-modernisation-regies-financieres-108-appropriated.md,BEN,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,6000000000,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2027, budget LF 2025*, sheet `Classif Prog-Admin-Eco`, row `108`, 2024 column block",,
ben-2024-numerique-111-appropriated,new/2023-12-20-ben-2024-numerique-111-appropriated.md,BEN,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,6656403000,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2027, budget LF 2025*, sheet `Classif Prog-Admin-Eco`, row `111`, 2024 column block",,
ben-2024-pilotage-mnd-100-appropriated,new/2023-12-20-ben-2024-pilotage-mnd-100-appropriated.md,BEN,national,2024,appropriated,original,domestic-state,domestic-revenue,partial,false,2495650000,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2027, budget LF 2025*, sheet `Classif Prog-Admin-Eco`, row `100`, 2024 column block",,partial scope - reported separately from the headline total
ben-2025-apdp-014-appropriated,new/2024-12-12-ben-2025-apdp-014-appropriated.md,BEN,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,638277000,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2027, budget LF 2025*, sheet `Classif Prog-Admin-Eco`, row `014`, 2025 column block",,
ben-2025-medias-109-appropriated,new/2024-12-12-ben-2025-medias-109-appropriated.md,BEN,national,2025,appropriated,original,domestic-state,domestic-revenue,partial,false,10203391000,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2027, budget LF 2025*, sheet `Classif Prog-Admin-Eco`, row `109`, 2025 column block",,partial scope - reported separately from the headline total
ben-2025-modernisation-administration-publique-044-appropriated,new/2024-12-12-ben-2025-modernisation-administration-publique-044-appropriated.md,BEN,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,1812438000,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2027, budget LF 2025*, sheet `Classif Prog-Admin-Eco`, row `044`, 2025 column block",,
ben-2025-modernisation-regies-financieres-108-appropriated,new/2024-12-12-ben-2025-modernisation-regies-financieres-108-appropriated.md,BEN,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,6000000000,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2027, budget LF 2025*, sheet `Classif Prog-Admin-Eco`, row `108`, 2025 column block",,
ben-2025-numerique-111-appropriated,new/2024-12-12-ben-2025-numerique-111-appropriated.md,BEN,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,6386858000,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2027, budget LF 2025*, sheet `Classif Prog-Admin-Eco`, row `111`, 2025 column block",,
ben-2025-pilotage-mnd-100-appropriated,new/2024-12-12-ben-2025-pilotage-mnd-100-appropriated.md,BEN,national,2025,appropriated,original,domestic-state,domestic-revenue,partial,false,2401717000,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2027, budget LF 2025*, sheet `Classif Prog-Admin-Eco`, row `100`, 2025 column block",,partial scope - reported separately from the headline total
ben-2026-numerique-111-proposed,new/2025-11-25-ben-2026-numerique-111-proposed.md,BEN,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,5872151413,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2023-2028, budget PLF 2026*, sheet `Classif Prog-Admin-Eco`, row `111`, 2026 column block",,
ben-2026-apdp-014-appropriated,new/2025-12-04-ben-2026-apdp-014-appropriated.md,BEN,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,738277000,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2028, budget LF 2026*, sheet `Classif Prog-Admin-Eco`, row `014`, 2026 column block",,
ben-2026-medias-109-appropriated,new/2025-12-04-ben-2026-medias-109-appropriated.md,BEN,national,2026,appropriated,original,domestic-state,domestic-revenue,partial,false,12681648973,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2028, budget LF 2026*, sheet `Classif Prog-Admin-Eco`, row `109`, 2026 column block",,partial scope - reported separately from the headline total
ben-2026-modernisation-administration-publique-044-appropriated,new/2025-12-04-ben-2026-modernisation-administration-publique-044-appropriated.md,BEN,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,1779754024,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2028, budget LF 2026*, sheet `Classif Prog-Admin-Eco`, row `044`, 2026 column block",,
ben-2026-modernisation-regies-financieres-108-appropriated,new/2025-12-04-ben-2026-modernisation-regies-financieres-108-appropriated.md,BEN,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,6000000000,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2028, budget LF 2026*, sheet `Classif Prog-Admin-Eco`, row `108`, 2026 column block",,
ben-2026-numerique-111-appropriated,new/2025-12-04-ben-2026-numerique-111-appropriated.md,BEN,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,5872151413,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2028, budget LF 2026*, sheet `Classif Prog-Admin-Eco`, row `111`, 2026 column block",,
ben-2026-pilotage-mnd-100-appropriated,new/2025-12-04-ben-2026-pilotage-mnd-100-appropriated.md,BEN,national,2026,appropriated,original,domestic-state,domestic-revenue,partial,false,2184235167,XOF,"*Tableaux de classifications croisées des dépenses de l'État sur la période pluriannuelle 2022-2028, budget LF 2026*, sheet `Classif Prog-Admin-Eco`, row `100`, 2026 column block",,partial scope - reported separately from the headline total
ben-2026-apdp-014-actual,new/2026-04-30-ben-2026-apdp-014-actual.md,BEN,national,2026,actual,original,domestic-state,domestic-revenue,whole,false,184569250,XOF,"*Note de présentation du projet de loi de finances rectificative pour la gestion 2026*, Annexe n° 2, *Situation d'exécution du budget par programme*, gestion 2026, période du 01/01/2026 au 30/04/2026, line `014`",,"four-month execution point (01/01-30/04/2026), not a full-year outturn"
ben-2026-medias-109-actual,new/2026-04-30-ben-2026-medias-109-actual.md,BEN,national,2026,actual,original,domestic-state,domestic-revenue,partial,false,234446843,XOF,"*Note de présentation du projet de loi de finances rectificative pour la gestion 2026*, Annexe n° 2, *Situation d'exécution du budget par programme*, gestion 2026, période du 01/01/2026 au 30/04/2026, line `109`",,"four-month execution point (01/01-30/04/2026), not a full-year outturn; partial scope - reported separately from the headline total"
ben-2026-modernisation-administration-publique-044-actual,new/2026-04-30-ben-2026-modernisation-administration-publique-044-actual.md,BEN,national,2026,actual,original,domestic-state,domestic-revenue,whole,false,92244238,XOF,"*Note de présentation du projet de loi de finances rectificative pour la gestion 2026*, Annexe n° 2, *Situation d'exécution du budget par programme*, gestion 2026, période du 01/01/2026 au 30/04/2026, line `044`",,"four-month execution point (01/01-30/04/2026), not a full-year outturn"
ben-2026-modernisation-regies-financieres-108-actual,new/2026-04-30-ben-2026-modernisation-regies-financieres-108-actual.md,BEN,national,2026,actual,original,domestic-state,domestic-revenue,whole,false,957413666,XOF,"*Note de présentation du projet de loi de finances rectificative pour la gestion 2026*, Annexe n° 2, *Situation d'exécution du budget par programme*, gestion 2026, période du 01/01/2026 au 30/04/2026, line `108`",,"four-month execution point (01/01-30/04/2026), not a full-year outturn"
ben-2026-numerique-111-actual,new/2026-04-30-ben-2026-numerique-111-actual.md,BEN,national,2026,actual,original,domestic-state,domestic-revenue,whole,false,77247968,XOF,"*Note de présentation du projet de loi de finances rectificative pour la gestion 2026*, Annexe n° 2, *Situation d'exécution du budget par programme*, gestion 2026, période du 01/01/2026 au 30/04/2026, line `111`",,"four-month execution point (01/01-30/04/2026), not a full-year outturn"
ben-2026-pilotage-mnd-100-actual,new/2026-04-30-ben-2026-pilotage-mnd-100-actual.md,BEN,national,2026,actual,original,domestic-state,domestic-revenue,partial,false,439474918,XOF,"*Note de présentation du projet de loi de finances rectificative pour la gestion 2026*, Annexe n° 2, *Situation d'exécution du budget par programme*, gestion 2026, période du 01/01/2026 au 30/04/2026, line `100`",,"four-month execution point (01/01-30/04/2026), not a full-year outturn; partial scope - reported separately from the headline total"
ben-2026-systeme-information-archivage-misp-080a4-appropriated,new/2025-12-04-ben-2026-systeme-information-archivage-misp-080a4-appropriated.md,BEN,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,2331784417,XOF,"PAP VLF 2026 du MISP, §4.1, programme 080, Action 4",,"found by the acquisition pass, not the cross-vote scan; external tranche 10 739 415 185 FCFA unattributable (no funder named) and not recorded"
bfa-2024-31-095-appropriated,2023-12-15-bfa-2024-31-095-appropriated.md,BFA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,1387136000,XOF,"loi n°042-2023/ALT, section 31, programme 095",,
bfa-2024-31-136-appropriated,2023-12-15-bfa-2024-31-136-appropriated.md,BFA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,926460000,XOF,"loi n°042-2023/ALT, section 31, programme 136",,
bfa-2025-31-095-appropriated,2024-12-23-bfa-2025-31-095-appropriated.md,BFA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,1245357000,XOF,"loi n°042-2024/ALT, section 31, programme 095",,"Contrepartie not attributable to a programme; domestic capital is the identified Etat Seul chapters only, so the domestic figure is a floor"
bfa-2025-31-136-appropriated,2024-12-23-bfa-2025-31-136-appropriated.md,BFA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,5845994000,XOF,"loi n°042-2024/ALT, section 31, programme 136",,"Contrepartie not attributable to a programme; domestic capital is the identified Etat Seul chapters only, so the domestic figure is a floor"
bfa-2026-31-095-appropriated,2025-12-27-bfa-2026-31-095-appropriated.md,BFA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,1187169000,XOF,"loi n°021-2025/ALT, section 31, programme 095",,"Contrepartie not attributable to a programme; domestic capital is the identified Etat Seul chapters only, so the domestic figure is a floor"
bfa-2026-31-136-appropriated,2025-12-27-bfa-2026-31-136-appropriated.md,BFA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,1916611000,XOF,"loi n°021-2025/ALT, section 31, programme 136",,"Contrepartie not attributable to a programme; domestic capital is the identified Etat Seul chapters only, so the domestic figure is a floor"
bfa-2024-59-122-appropriated,2023-12-15-bfa-2024-59-122-appropriated.md,BFA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,857062000,XOF,"loi n°042-2023/ALT, section 59, programme 122",,single-mandate carve-out
bfa-2025-59-122-appropriated,2024-12-23-bfa-2025-59-122-appropriated.md,BFA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,498999000,XOF,"loi n°042-2024/ALT, section 59, programme 122",,single-mandate carve-out
bfa-2026-59-122-appropriated,2025-12-27-bfa-2026-59-122-appropriated.md,BFA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,489799000,XOF,"loi n°021-2025/ALT, section 59, programme 122",,single-mandate carve-out
bfa-2024-03-anssi-appropriated,2023-12-15-bfa-2024-03-anssi-appropriated.md,BFA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,444200000,XOF,"loi n°042-2023/ALT, section 03, ANSSI",,"single-mandate carve-out; capital/recurrent split not stated at this grain, left blank"
bfa-2025-31-anssi-appropriated,2024-12-23-bfa-2025-31-anssi-appropriated.md,BFA,national,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,498036000,XOF,"loi n°042-2024/ALT, section 31, ANSSI",,"single-mandate carve-out; capital/recurrent split not stated at this grain, left blank"
bfa-2026-31-anssi-appropriated,2025-12-27-bfa-2026-31-anssi-appropriated.md,BFA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,489236000,XOF,"loi n°021-2025/ALT, section 31, ANSSI",,"single-mandate carve-out; capital/recurrent split not stated at this grain, left blank"
bfa-2024-09-01208-appropriated,2023-12-15-bfa-2024-09-01208-appropriated.md,BFA,national,2024,appropriated,original,domestic-state,unstated,whole,false,4357486000,XOF,"loi n°042-2023/ALT, section 09, action 01208",,origin stated at section grain only; recorded domestic-state and flagged
bfa-2025-13-01208-appropriated,2024-12-23-bfa-2025-13-01208-appropriated.md,BFA,national,2025,appropriated,original,domestic-state,unstated,whole,false,5174480000,XOF,"loi n°042-2024/ALT, section 13, action 01208",,origin stated at section grain only; recorded domestic-state and flagged
bfa-2026-13-16803-appropriated,2025-12-27-bfa-2026-13-16803-appropriated.md,BFA,national,2026,appropriated,original,domestic-state,unstated,whole,false,5025702000,XOF,"loi n°021-2025/ALT, section 13, action 16803",,origin stated at section grain only; recorded domestic-state and flagged
bfa-2024-14-1803100311-appropriated,2023-12-15-bfa-2024-14-1803100311-appropriated.md,BFA,national,2024,appropriated,original,domestic-state,unstated,whole,false,1450000000,XOF,"loi n°042-2023/ALT, section 14, chapitre 1803100311",,origin stated at section grain only; economic split not printed at chapitre grain
bfa-2025-14-1803100311-appropriated,2024-12-23-bfa-2025-14-1803100311-appropriated.md,BFA,national,2025,appropriated,original,domestic-state,unstated,whole,false,300000000,XOF,"loi n°042-2024/ALT, section 14, chapitre 1803100311",,origin stated at section grain only; economic split not printed at chapitre grain
bfa-2026-14-1803100311-appropriated,2025-12-27-bfa-2026-14-1803100311-appropriated.md,BFA,national,2026,appropriated,original,domestic-state,unstated,whole,false,500000000,XOF,"loi n°021-2025/ALT, section 14, chapitre 1803100311",,origin stated at section grain only; economic split not printed at chapitre grain
bfa-2024-31-095-actual,2025-03-01-bfa-2024-31-095-actual.md,BFA,national,2024,actual,original,domestic-state,domestic-revenue,whole,false,272081258,XOF,"execution report exercice 2024, Annexe 6, section 31 programme 095",,FY2024 Annexe 6 is hors financements exterieurs -- domestic grain
bfa-2024-31-136-actual,2025-03-01-bfa-2024-31-136-actual.md,BFA,national,2024,actual,original,domestic-state,domestic-revenue,whole,false,663028000,XOF,"execution report exercice 2024, Annexe 6, section 31 programme 136",,FY2024 Annexe 6 is hors financements exterieurs -- domestic grain
bfa-2024-59-122-actual,2025-03-01-bfa-2024-59-122-actual.md,BFA,national,2024,actual,original,domestic-state,domestic-revenue,whole,false,799459500,XOF,"execution report exercice 2024, Annexe 6, section 59 programme 122",,FY2024 Annexe 6 is hors financements exterieurs -- domestic grain
bfa-2025-59-122-actual,2026-04-01-bfa-2025-59-122-actual.md,BFA,national,2025,actual,original,domestic-state,domestic-revenue,whole,false,480297496,XOF,"execution report exercice 2025, Annexe 6, section 59 programme 122",,"FY2025 Annexe 6 includes external financing; recorded for section 59 only, which carries no external line"
bwa-2024-2400-11631-appropriated,2024-04-01-bwa-2024-2400-11631-appropriated-information-and-communications-technolog.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,736601447,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2024-25, organisation 2400, departments 2404 and 2406, project 11631",,
bwa-2024-2400-11631-revised,2025-02-09-bwa-2024-2400-11631-revised-information-and-communications-technolog.md,BWA,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,266648447,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, column `2024-25`, organisation 2400, departments 2404 and 2406, project 11631",,
bwa-2024-2400-11637-appropriated,2024-04-01-bwa-2024-2400-11637-appropriated-research-and-development.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,unclear,false,983694000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2024-25, organisation 2400, department 2407, project 11637",,
bwa-2024-2400-11637-revised,2025-02-09-bwa-2024-2400-11637-revised-research-and-development.md,BWA,national,2024,revised,revised,domestic-state,domestic-revenue,unclear,false,511419000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, column `2024-25`, organisation 2400, departments 2407 and 2409, project 11637",,
bwa-2024-2400-development-actual,2025-03-31-bwa-2024-2400-development-actual-development-fund-actual-expenditure-orga.md,BWA,national,2024,actual,original,domestic-state,domestic-revenue,partial,false,514090181,BWP,"TABLE II — SUMMARY OF DEVELOPMENT FUND EXPENDITURE 2019/2020 TO 2026/2027, OLD MINISTRIES column 2024/25, organisation 2400",,
bwa-2024-2400-2404-appropriated,2024-04-01-bwa-2024-2400-2404-appropriated-department-of-digital-communications-inf.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,13246620,BWP,"Ministry 2400, organisation summary, column `Estimate 2024-25`, department 2404",,
bwa-2024-2400-2404-revised,2025-02-09-bwa-2024-2400-2404-revised-department-of-digital-communications-inf.md,BWA,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,13126140,BWP,"Ministry 2400, organisation summary, column `Authorised Expenditure 2024-25`, department 2404",,
bwa-2024-2400-2404-actual,2025-03-31-bwa-2024-2400-2404-actual-department-of-digital-communications-inf.md,BWA,national,2024,actual,original,domestic-state,domestic-revenue,whole,false,12341893,BWP,"Ministry 2400, organisation summary, column `Actual Expenditure to 31-03-25`, department 2404",,
bwa-2024-2400-2406-appropriated,2024-04-01-bwa-2024-2400-2406-appropriated-department-of-shared-digital-services.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,587270280,BWP,"Ministry 2400, organisation summary, column `Estimate 2024-25`, department 2406",,
bwa-2024-2400-2406-revised,2025-02-09-bwa-2024-2400-2406-revised-department-of-shared-digital-services.md,BWA,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,555644290,BWP,"Ministry 2400, organisation summary, column `Authorised Expenditure 2024-25`, department 2406",,
bwa-2024-2400-2406-actual,2025-03-31-bwa-2024-2400-2406-actual-department-of-shared-digital-services.md,BWA,national,2024,actual,original,domestic-state,domestic-revenue,whole,false,487118818,BWP,"Ministry 2400, organisation summary, column `Actual Expenditure to 31-03-25`, department 2406",,
bwa-2024-0200-11015-appropriated,2024-04-01-bwa-2024-0200-11015-appropriated-msp-computerisation.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,156890000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2024-25, organisation 0200, project 11015",,
bwa-2024-0200-11015-revised,2025-02-09-bwa-2024-0200-11015-revised-msp-computerisation.md,BWA,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,156890000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, column `2024-25`, organisation 0200, project 11015",,
bwa-2024-0600-11161-appropriated,2024-04-01-bwa-2024-0600-11161-appropriated-mesd-computerisation.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,120510000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2024-25, organisation 0600, project 11161",,
bwa-2024-0600-11161-revised,2025-02-09-bwa-2024-0600-11161-revised-mesd-computerisation.md,BWA,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,70510000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, column `2024-25`, organisation 0600, project 11161",,
bwa-2024-0400-11081-appropriated,2024-04-01-bwa-2024-0400-11081-appropriated-computerisation.md,BWA,national,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,56500000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2024-25, organisation 0400, project 11081",,
bwa-2024-0400-11081-revised,2025-02-09-bwa-2024-0400-11081-revised-computerisation.md,BWA,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,22494000,BWP,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, column `2024-25`, organisation 0400, project 11081",,
